"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"R-HSA-373076"	"R-HSA-373076"	"Class A/1 (Rhodopsin-like receptors)"	"143/3620"	"335/11009"	8.84181124818335e-05	0.0051904706771743	0.00476389206432335	"CNR2/OPRD1/HCRTR1/EDN2/PTGER3/PTGFR/S1PR1/ADORA1/CHRM3/OPN3/NTSR2/LHCGR/NMS/GPR39/CXCR4/CXCR2/GPBAR1/CCL20/GPR55/NMUR1/ACKR3/GPR35/HRH1/CCR4/CX3CR1/CCK/CCR2/HTR1F/RHO/TRH/AGTR1/P2RY14/P2RY1/GHSR/EEF1AKMT4-ECE2/SST/UTS2B/ADRA2C/DRD5/CCKAR/NPFFR2/CXCL1/PF4/CXCL5/TACR3/QRFPR/EDNRA/NPY2R/RXFP1/NPY1R/MTNR1A/RXFP3/CCL28/HTR1A/F2RL2/F2R/F2RL1/HTR4/DRD1/HCRTR2/HTR1B/MCHR2/NMBR/OPRM1/CCR6/GPER1/NPY/GPR37/CHRM2/HTR5A/ADRA1A/PNOC/NPBWR1/PENK/CXCL12/TACR2/NPFFR1/RGR/OPN4/HTR7/FFAR4/ADRA2A/ADRB1/PRLHR/DRD4/CCKBR/CHRM4/APLNR/PTGDR2/CHRM1/P2RY2/P2RY6/MTNR1B/CXCR5/LPAR5/HEBP1/AVPR1A/HCAR2/HCAR3/HCAR1/EDNRB/LTB4R2/LTB4R/SSTR1/PTGDR/BDKRB2/NMB/CCL22/CX3CL1/MC1R/CCL5/CCL3/CCR7/CCR10/PYY/UTS2R/GRP/GALR1/S1PR4/C3/CCL25/PLPPR2/PTGER1/F2RL3/INSL3/FFAR3/FFAR2/GPR4/PTGIR/C5AR2/OXT/AVP/MC3R/EDN3/NTSR1/OPRL1/APP/ADORA2A/SSTR3/GALR3/XK/HTR2C/APLN"	143
"R-HSA-419037"	"R-HSA-419037"	"NCAM1 interactions"	"26/3620"	"42/11009"	0.000105102195833302	0.00594953501413515	0.00546057273088812	"AGRN/CACNB4/COL6A3/CACNA1D/COL6A5/GDNF/ST8SIA4/COL9A1/GFRA2/COL5A1/CACNB2/GFRA1/NCAM1/CACNA1C/COL2A1/CACNB3/COL4A1/COL4A2/ST8SIA2/CACNA1H/CACNA1G/COL9A3/COL6A1/COL6A2/CACNA1I/COL4A5"	26
"R-HSA-3906995"	"R-HSA-3906995"	"Diseases associated with O-glycosylation of proteins"	"38/3620"	"69/11009"	0.000115040639788875	0.00628756600225402	0.00577082265655989	"DAG1/SEMA5B/MUC20/MUC4/SPON2/ADAMTS16/SEMA5A/ADAMTS2/NOTCH4/THBS2/LFNG/THSD7A/MUC3A/MUC12/SBSPON/ADAMTSL1/ADAMTS13/NOTCH1/ADAMTS14/MUC6/MUC2/MUC5AC/MUC5B/SPON1/ADAMTS8/ADAMTS20/THSD1/THBS1/THSD4/ADAMTS7/ADAMTSL3/ADAMTS17/ADAMTS10/NOTCH3/ADAMTS1/ADAMTS5/CFP/C1GALT1C1"	38
"R-HSA-421270"	"R-HSA-421270"	"Cell-cell junction organization"	"46/3620"	"88/11009"	0.000126234146977341	0.00666937076530287	0.00612124881132231	"AGO4/ZC3H12A/CADM3/NECTIN4/ZEB2/CTNNB1/CADM2/CLDN18/CLDN11/PRDM8/CDH18/CDH12/CDH9/CDH6/CTNNA1/ADAM19/SDK1/ACTB/CLDN4/CLDN23/AGO2/PARD3/CADM1/NECTIN1/CLDN10/CDH24/CLDN9/CDH8/CDH11/CDH5/CDH3/CDH1/CDH13/FOXF1/CLDN7/SDK2/TNRC6C/CDH2/CDH7/PARD6G/ILF3/PVR/PARD6B/CDH4/SOX10/AMOT"	46
"R-HSA-8980692"	"R-HSA-8980692"	"RHOA GTPase cycle"	"70/3620"	"147/11009"	0.000133011794286373	0.00680076432077101	0.0062418437929972	"PLEKHG5/VAMP3/ARHGEF10L/MACO1/LBR/OBSCN/RTKN/ARHGEF4/NGEF/ARHGAP31/KALRN/PCDH7/TRIO/PIK3R1/ARHGEF28/RASGRF2/ARHGAP26/DOCK2/STK10/DEF6/TAGAP/ARHGEF10/DLC1/RHPN1/ARHGAP39/TJP2/VAV2/NET1/ARHGAP21/ARHGAP22/STX5/ARAP1/ARHGEF17/MCAM/ARHGEF12/ARHGAP32/PLEKHG6/ARHGDIB/FMNL3/RACGAP1/AAAS/CIT/STARD13/FARP1/ARHGEF7/MCF2L/KTN1/PLEKHG3/ACTC1/ABR/ARHGEF15/ARHGAP44/ARHGAP23/CAVIN1/TEX2/ARHGAP45/VAV1/RHPN2/ARHGEF1/ARHGAP35/TIAM1/BCR/ARHGAP8/ARHGAP6/OPHN1/STARD8/MCF2/BCAP31/ARHGAP4/ATP6AP1"	70
"R-HSA-1296071"	"R-HSA-1296071"	"Potassium Channels"	"52/3620"	"103/11009"	0.000153081124567365	0.00758229945122729	0.00695914849184534	"KCNAB2/KCNQ4/KCNC4/KCNA2/KCNA3/KCNN3/KCNJ9/GNG4/KCNF1/KCNK3/KCNG3/KCNH8/KCNAB1/KCNMB3/GNB4/HCN1/KCNN2/GABBR1/KCNK17/KCNQ5/KCND2/KCNH2/KCNB2/KCNS2/KCNQ3/KCNK9/GABBR2/KCNMA1/KCNQ1/KCNJ11/KCNK7/KCNJ1/KCNJ8/ABCC9/KCNH3/KCNC2/KCNK10/KCNK13/KCNAB3/KCNH4/KCNH6/KCNJ2/KCNG2/HCN2/GNG7/KCNN4/KCNA7/KCNC3/KCNS1/KCNB1/KCNQ2/KCNJ6"	52
"R-HSA-3295583"	"R-HSA-3295583"	"TRP channels"	"19/3620"	"28/11009"	0.00015786966949755	0.00758252806526111	0.00695935831724447	"MCOLN3/TRPM8/TRPC1/TRPC3/TRPC7/TRPA1/TRPM3/TRPC6/TRPV4/TRPC4/TRPM1/MLKL/TRPV3/TRPV1/TRPV2/MCOLN1/TRPM4/TRPM2/TRPC5"	19
"R-HSA-9662361"	"R-HSA-9662361"	"Sensory processing of sound by outer hair cells of the cochlea"	"31/3620"	"54/11009"	0.000175283246270061	0.00817129250994257	0.00749973518096672	"ESPN/KCNQ4/MYO3B/ESPNL/ATP2B2/KCNN2/RIPOR2/LHFPL5/CLIC5/ACTB/SLC26A5/TPRN/MYO3A/PCDH15/CDH23/KCNMA1/USH1C/OTOG/MYO7A/RDX/EPS8/MYO1C/USH1G/FSCN2/EPB41L3/TMC2/EPB41L1/MYH9/CASK/MSN/MPP1"	31
"R-HSA-1630316"	"R-HSA-1630316"	"Glycosaminoglycan metabolism"	"61/3620"	"126/11009"	0.000198347787423634	0.00898232123047027	0.00824410954043495	"AGRN/SLC9A1/B4GALT2/BCAN/B4GALT3/HS6ST1/GLB1L/CHPF/B3GNT7/ST3GAL6/B4GALT4/CHST13/ABCC5/SLC26A1/IDUA/HS3ST1/NDST4/HEXB/ARSB/VCAN/NDST1/HS3ST5/DSE/UST/CHST12/GPC2/CSGALNACT1/SDC2/EXT1/SLC35D2/NDST2/PAPSS2/HPSE2/CHST15/CHST1/ST3GAL4/GLB1L3/GLB1L2/B3GAT1/DCN/CHST11/GPC5/GPC6/CSPG4/CHSY1/XYLT1/HS3ST2/HAS3/CHST5/GALNS/HS3ST3A1/HS3ST3B1/CHST9/B3GNT3/HAS1/SDC4/CHST7/HS6ST2/GPC4/GPC3/IDS"	61
"R-HSA-1793185"	"R-HSA-1793185"	"Chondroitin sulfate/dermatan sulfate metabolism"	"29/3620"	"50/11009"	0.000220834551255693	0.00946007469568306	0.00868259885733621	"AGRN/BCAN/CHPF/CHST13/IDUA/HEXB/ARSB/VCAN/DSE/UST/CHST12/GPC2/CSGALNACT1/SDC2/CHST15/B3GAT1/DCN/CHST11/GPC5/GPC6/CSPG4/CHSY1/XYLT1/CHST9/SDC4/CHST7/GPC4/GPC3/IDS"	29
"R-HSA-373752"	"R-HSA-373752"	"Netrin-1 signaling"	"29/3620"	"50/11009"	0.000220834551255693	0.00946007469568306	0.00868259885733621	"ROBO1/NCK1/TRPC1/ABLIM2/SLIT2/TRPC3/TRIO/MYO10/TRPC7/SLIT3/UNC5A/MAPK13/FYN/RAC1/PRKCQ/SLIT1/ABLIM1/DOCK1/PAK1/TRPC6/DSCAML1/AGAP2/TRPC4/RGMA/PITPNA/NTN1/DSCAM/MAPK12/TRPC5"	29
"R-HSA-1638091"	"R-HSA-1638091"	"Heparan sulfate/heparin (HS-GAG) metabolism"	"32/3620"	"57/11009"	0.000244077289772887	0.0099219949761968	0.00910655623915257	"AGRN/BCAN/HS6ST1/GLB1L/IDUA/HS3ST1/NDST4/VCAN/NDST1/HS3ST5/GPC2/SDC2/EXT1/SLC35D2/NDST2/HPSE2/GLB1L3/GLB1L2/B3GAT1/DCN/GPC5/GPC6/CSPG4/XYLT1/HS3ST2/HS3ST3A1/HS3ST3B1/SDC4/HS6ST2/GPC4/GPC3/IDS"	32
"R-HSA-9823730"	"R-HSA-9823730"	"Formation of definitive endoderm"	"12/3620"	"15/11009"	0.000244137415818092	0.0099219949761968	0.00910655623915257	"CXCR4/EOMES/CTNNB1/TBXT/GATA4/SOX17/TCF7L2/GSC/SMAD3/CDH1/GATA6/FOXA2"	12
"R-HSA-416476"	"R-HSA-416476"	"G alpha (q) signalling events"	"96/3620"	"217/11009"	0.000278558416170986	0.0110378772407753	0.0101307297670606	"HCRTR1/EDN2/PTGFR/GNG4/CHRM3/NTSR2/NMS/GPR39/NMUR1/DGKD/HRH1/CCK/CASR/KALRN/MGLL/TRH/AGTR1/P2RY1/GHSR/GNB4/DGKG/UTS2B/DGKQ/CCKAR/NPFFR2/TACR3/QRFPR/TRPC3/EDNRA/TRIO/PIK3R1/F2RL2/F2R/F2RL1/TRPC7/ITPR3/HCRTR2/MCHR2/NMBR/GRM1/RPS6KA2/DAGLB/EGFR/ADRA1A/GNA14/RGS3/PRKCQ/TACR2/NPFFR1/OPN4/FFAR4/GRK5/CCKBR/DGKZ/DAGLA/CHRM1/PLCB3/RASGRP2/GRK2/P2RY2/P2RY6/GRM5/TRPC6/LPAR5/AVPR1A/EDNRB/LTB4R2/LTB4R/PRKCH/BDKRB2/RASGRP1/PLCB2/NMB/MAPK3/MAPK7/PRKCA/GRB2/UTS2R/GRP/GNG7/GNA11/GNA15/PTGER1/F2RL3/FFAR3/FFAR2/GPR4/OXT/AVP/EDN3/NTSR1/APP/RPS6KA3/DGKK/BTK/HTR2C"	96
"R-HSA-2022928"	"R-HSA-2022928"	"HS-GAG biosynthesis"	"20/3620"	"31/11009"	0.000299700440369645	0.0115467486753014	0.0105977796242846	"AGRN/HS6ST1/HS3ST1/NDST4/NDST1/HS3ST5/GPC2/SDC2/EXT1/SLC35D2/NDST2/GPC5/GPC6/HS3ST2/HS3ST3A1/HS3ST3B1/SDC4/HS6ST2/GPC4/GPC3"	20
"R-HSA-8866904"	"R-HSA-8866904"	"Negative regulation of activity of TFAP2 (AP-2) family transcription factors"	"9/3620"	"10/11009"	0.0003145278501525	0.0115467486753014	0.0105977796242846	"TFAP2E/TFAP2A/TFAP2D/TFAP2B/UBE2I/WWOX/KCTD1/KCTD15/TFAP2C"	9
"R-HSA-9832991"	"R-HSA-9832991"	"Formation of the posterior neural plate"	"9/3620"	"10/11009"	0.0003145278501525	0.0115467486753014	0.0105977796242846	"POU3F1/WNT3A/ZEB2/GBX2/SOX2/FGF8/SOX1/OTX2/ZNF521"	9
"R-HSA-442660"	"R-HSA-442660"	"Na+/Cl- dependent neurotransmitter transporters"	"14/3620"	"19/11009"	0.000320540657232341	0.0115467486753014	0.0105977796242846	"SLC6A1/SLC6A6/SLC6A20/SLC6A19/SLC6A18/SLC6A3/SLC6A7/SLC22A2/SLC18A2/SLC6A5/SLC6A12/SLC6A13/SLC6A15/SLC6A2"	14
"R-HSA-5576891"	"R-HSA-5576891"	"Cardiac conduction"	"62/3620"	"132/11009"	0.000497091998395413	0.0175086848323718	0.0160697343107008	"ATP1A1/ATP1A4/RYR2/FKBP1B/KCNK3/KCNK12/KCNIP3/SCN7A/KCNE4/ATP2B2/SCN5A/SCN11A/CACNA2D2/TRPC1/WWTR1/FGF12/KCNIP4/CORIN/KCNIP1/ITPR3/KCNK5/KCNK17/CAMK2B/ORAI2/KCND2/HIPK2/KCNH2/GATA4/KCNK9/CACNB2/FXYD4/KCNIP2/KCNQ1/STIM1/KCNJ11/KCNK7/CACNA1C/ABCC9/SCN8A/TBX5/NOS1/FGF14/SLC8A3/KCNK10/KCNK13/RYR3/CES1/ATP2A3/ATP1B2/SCN4A/KCNJ2/PRKACA/FXYD3/FXYD1/RYR1/SLC8A2/CACNG7/CACNG8/CACNG6/KCNK15/KCNE1/FGF13"	62
"R-HSA-5173105"	"R-HSA-5173105"	"O-linked glycosylation"	"54/3620"	"112/11009"	0.00051003132225848	0.0175739053430367	0.0161295946764581	"GALNT2/GALNT13/B3GNT7/GALNT15/POMGNT2/DAG1/SEMA5B/MUC20/MUC4/SPON2/GALNTL6/ADAMTS16/SEMA5A/GALNT10/ADAMTS2/THBS2/THSD7A/GALNT17/MUC3A/MUC12/SBSPON/ADAMTSL1/GCNT1/ST6GALNAC4/ADAMTS13/ADAMTS14/MUC6/MUC2/MUC5AC/MUC5B/GALNT18/SPON1/LARGE2/ST3GAL4/ADAMTS8/GALNT8/ADAMTS20/GALNT6/GALNT9/THSD1/THBS1/THSD4/ADAMTS7/ADAMTSL3/ADAMTS17/B3GNTL1/ADAMTS10/B3GNT3/B3GNT8/ADAMTS1/ADAMTS5/POFUT2/CFP/C1GALT1C1"	54
"R-HSA-1474290"	"R-HSA-1474290"	"Collagen formation"	"45/3620"	"90/11009"	0.000544128096983437	0.0183498517812499	0.0168417699894985	"COL24A1/COL11A1/LAMC2/LAMB3/PXDN/LOXL3/ITGA6/COL6A3/COL6A5/PLOD2/P3H2/COL25A1/TLL1/P4HA2/COL23A1/ADAMTS2/COL11A2/DST/COL9A1/COL12A1/CTSB/COL14A1/COL22A1/PLEC/CTSL/COL15A1/COL5A1/ADAMTS14/TLL2/MMP7/COL2A1/COL4A1/COL4A2/LOXL1/COL1A1/ITGB4/P4HB/LAMA3/COL9A3/COL20A1/COL18A1/COL6A1/COL6A2/COL4A6/COL4A5"	45
"R-HSA-425407"	"R-HSA-425407"	"SLC-mediated transmembrane transport"	"105/3620"	"247/11009"	0.000864908829511933	0.028091653888528	0.0257829425030355	"SLC9A1/SLC2A1/SLC44A3/SLC16A1/RHBG/SLC3A1/SLC1A4/SLC9A4/SLC9A2/SLC5A7/SLC20A1/SLC11A1/SLC6A1/SLC6A6/SLC6A20/SLCO2A1/SLC9A9/SLC26A1/SLC2A9/SLC4A4/SLC7A11/SLC9A3/SLC12A7/SLC6A19/SLC6A18/SLC6A3/SLC1A3/SLC27A6/SLC22A5/SLC6A7/SLC17A1/SLC44A4/SLC29A1/RHAG/SLC22A16/SLC22A2/SLC29A4/SLC13A4/SLC39A14/SLC20A2/SLC39A4/SLC35D2/SLC2A6/LCN15/SLC34A3/SLC18A2/SLC25A22/SLC22A18/SLC6A5/SLC17A6/SLC1A2/SLC43A1/SLC15A3/SLC22A12/SLCO2B1/SLC6A12/SLC6A13/SLC2A14/SLC38A1/SLC38A4/SLC4A8/SLC6A15/SLC5A8/SLC8B1/SLC15A4/SLC39A2/SLC7A7/SLC7A8/SLC8A3/SLC24A4/SLC25A29/SLC12A6/SLC12A1/RHCG/SLCO3A1/SLC5A11/SLC6A2/SLC12A3/SLC12A4/SLC7A5/SLC43A2/CTNS/SLC5A10/SLC25A10/SLC16A3/SLC44A2/SLC1A6/SLC27A1/SLC8A2/SLC17A7/AVP/SLC32A1/SLC12A5/SLCO4A1/RUNX1/SLC25A18/SLC5A1/SLC16A8/SLC9A7/SLC35A2/PDZD11/SLC7A3/SLC16A2/SLC25A5/SLC9A6"	105
"R-HSA-9758941"	"R-HSA-9758941"	"Gastrulation"	"54/3620"	"114/11009"	0.000868448606017586	0.028091653888528	0.0257829425030355	"POU3F1/WNT3A/OSR1/PAX8/CXCR4/ZEB2/EPHA4/GBX2/EOMES/CTNNB1/SOX2/RBPJ/MAML3/TCF7/POU5F1/PSMB8/PSMB9/RIPPLY2/TBXT/DLL1/LFNG/SEM1/PSMC2/SHH/GATA4/SOX17/PSMD5/NOTCH1/PAX2/FGF8/TCF7L2/PSMA1/PAX6/MAML2/TEAD4/SOX1/BMP4/TBPL2/OTX2/GSC/SMAD3/MESP2/CREBBP/PSMB10/CDH1/FOXF1/FOXC2/KAT2A/GATA6/ZNF521/PSMF1/FOXA2/PSMD10/MAMLD1"	54
"R-HSA-112314"	"R-HSA-112314"	"Neurotransmitter receptors and postsynaptic signal transmission"	"89/3620"	"205/11009"	0.000949984389898831	0.0301145051597929	0.0276395458282144	"KIF17/GRIK3/KCNJ9/GNG4/ACTN2/ADCY3/ERBB4/TUBA4A/ADCY5/GNB4/GABRA2/GABRB1/GLRB/GRIA2/ADCY2/RASGRF2/GABRB2/GABRA6/TUBB2A/GABBR1/GABRR1/GRIK2/RPS6KA2/PRKAR1B/RAC1/CAMK2B/GNAI1/PRKAG2/NEFL/CHRNA2/NRG1/NCALD/ADCY8/GABBR2/GRIN3A/GRIN1/TUBB4B/TUBB8/AP2A2/PLCB3/DLG2/GRIA4/HTR3A/GRIK4/GRIN2B/ADCY6/TUBA1C/GRIP1/CAMKK2/TUBA3C/NBEA/ARHGEF7/GABRB3/GABRA5/GABRG3/CHRNA7/PLCB2/RASGRF1/ADCY9/GRIN2A/MAPK3/ADCY7/CAMKK1/CHRNE/GIT1/MAPT/PRKCA/KCNJ2/GRIN2C/GNAL/GNG7/TUBB4A/PRKACA/GRIN2D/LIN7B/PRKCG/CACNG8/EPB41L1/GRIK1/KCNJ6/CACNG2/RPS6KA3/TSPAN7/CASK/ARHGEF9/DLG3/RPS6KA6/GRIA3/GABRQ"	89
"R-HSA-375276"	"R-HSA-375276"	"Peptide ligand-binding receptors"	"87/3620"	"201/11009"	0.00120381217263628	0.0365128888383183	0.033512078615013	"OPRD1/HCRTR1/EDN2/NTSR2/NMS/CXCR4/CXCR2/CCL20/NMUR1/ACKR3/CCR4/CX3CR1/CCK/CCR2/TRH/AGTR1/GHSR/EEF1AKMT4-ECE2/SST/UTS2B/CCKAR/NPFFR2/CXCL1/PF4/CXCL5/TACR3/QRFPR/EDNRA/NPY2R/RXFP1/NPY1R/RXFP3/CCL28/F2RL2/F2R/F2RL1/HCRTR2/MCHR2/NMBR/OPRM1/CCR6/GPER1/NPY/GPR37/PNOC/NPBWR1/PENK/CXCL12/TACR2/NPFFR1/PRLHR/CCKBR/APLNR/CXCR5/HEBP1/AVPR1A/EDNRB/SSTR1/BDKRB2/NMB/CCL22/CX3CL1/MC1R/CCL5/CCL3/CCR7/CCR10/PYY/UTS2R/GRP/GALR1/C3/CCL25/F2RL3/INSL3/C5AR2/OXT/AVP/MC3R/EDN3/NTSR1/OPRL1/APP/SSTR3/GALR3/XK/APLN"	87
"R-HSA-446107"	"R-HSA-446107"	"Type I hemidesmosome assembly"	"9/3620"	"11/11009"	0.00122093571509834	0.0365128888383183	0.033512078615013	"LAMC2/LAMB3/ITGA6/DST/PLEC/KRT5/KRT14/ITGB4/LAMA3"	9
"R-HSA-9823739"	"R-HSA-9823739"	"Formation of the anterior neural plate"	"9/3620"	"11/11009"	0.00122093571509834	0.0365128888383183	0.033512078615013	"POU3F1/ZEB2/GBX2/SOX2/POU5F1/PAX6/SOX1/OTX2/ZNF521"	9
"R-HSA-3000178"	"R-HSA-3000178"	"ECM proteoglycans"	"38/3620"	"76/11009"	0.00142564227335563	0.0418452408012716	0.0384061914576506	"AGRN/BCAN/TNN/TNR/TGFB2/ITGB6/FN1/COL6A3/LAMB2/DAG1/COL6A5/VCAN/SPARC/TNXB/COL9A1/LAMA2/TNC/COL5A1/ITGB1/NCAM1/COL2A1/DCN/COL4A1/COL4A2/COL1A1/LAMA1/LAMA3/PTPRS/COMP/TGFB1/MATN4/LAMA5/COL9A3/APP/COL6A1/COL6A2/COL4A6/COL4A5"	38
"R-HSA-888590"	"R-HSA-888590"	"GABA synthesis, release, reuptake and degradation"	"13/3620"	"19/11009"	0.0016132380047989	0.0456603971001118	0.0419077992975955	"GAD1/SLC6A1/CPLX1/RIMS1/GAD2/SLC6A12/SLC6A13/SYT1/ABAT/RAB3A/SNAP25/SLC32A1/DNAJC5"	13
"R-HSA-9694614"	"R-HSA-9694614"	"Attachment and Entry"	"13/3620"	"19/11009"	0.0016132380047989	0.0456603971001118	0.0419077992975955	"AGRN/HAVCR1/GPC2/SDC2/CTSL/GPC5/GPC6/FURIN/SDC4/TMPRSS2/ACE2/GPC4/GPC3"	13
