"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"R-HSA-9824443"	"R-HSA-9824443"	"Parasitic Infection Pathways"	"70/3251"	"164/11009"	0.000211274925438515	0.00983671196968146	0.00881729410189221	"GNB1/CDC42/WASF2/JUN/GNG12/VAV3/CD247/IL10/GNG4/NLRP3/IL1B/WIPF1/FZD7/ARPC2/ITPR1/WNT5A/ADCY5/GNB4/NFKB1/ADCY2/MYO10/CYFIP2/MAPK14/FYN/PRKAR1B/ACTB/RAC1/IL6/WIPF3/ELMO1/GNAI1/ARPC1B/LYN/ADCY8/PTK2/GSDMD/SYK/ABL1/VAV2/ENTPD1/DOCK1/CD3G/CD163/ITPR2/NCKAP1L/P2RX4/GNG2/ENTPD5/CALM1/CYFIP1/MYO5A/PSTPIP1/FURIN/MEFV/ADCY9/MAPK3/ADCY7/DPEP2/PLCG2/GRB2/BAIAP2/GNG7/C3/MYO9B/SRC/GNAS/APP/GGT1/MYH9/WAS"	70
"R-HSA-9013026"	"R-HSA-9013026"	"RHOB GTPase cycle"	"35/3251"	"70/11009"	0.000244063557933614	0.0106977024216063	0.0095890566641123	"VAMP3/ARHGEF10L/VANGL1/ARHGEF2/RTKN/ARHGEF3/PIK3R1/ARHGEF28/DIAPH1/ARHGAP26/STK10/ARHGEF10/DLC1/ARHGAP39/TJP2/STOM/VAV2/NET1/ARHGAP21/ARHGEF17/MCAM/ARHGEF12/ARHGAP32/CIT/STARD13/MCF2L/ACTC1/AKAP13/ABR/JUP/MYO9B/PIK3R2/RHPN2/ARHGEF1/BCR"	35
"R-HSA-5173214"	"R-HSA-5173214"	"O-glycosylation of TSR domain-containing proteins"	"22/3251"	"38/11009"	0.000247471737882205	0.0106977024216063	0.0095890566641123	"THSD7B/SPON2/ADAMTS16/SEMA5A/ADAMTS6/ADAMTS2/THBS2/THSD7A/ADAMTS13/ADAMTSL2/ADAMTS14/SPON1/ADAMTS20/THSD1/THBS1/THSD4/ADAMTS17/ADAMTS10/ADAMTS1/ADAMTS5/POFUT2/CFP"	22
"R-HSA-6794361"	"R-HSA-6794361"	"Neurexins and neuroligins"	"29/3251"	"55/11009"	0.000256798921049298	0.0106977024216063	0.0095890566641123	"DLGAP3/SYT2/LRRTM1/EPB41L5/NLGN1/PDLIM5/EPB41L2/GRM1/DBNL/SYT9/SYT7/NRXN2/SYT12/SHANK2/DLG2/GRIN2B/SYT1/SIPA1L1/NRXN3/APBA2/HOMER2/GRIN2A/GRIN2C/DLGAP1/EPB41L3/GRIN2D/EPB41L1/DLGAP4/CASK"	29
"R-HSA-9013409"	"R-HSA-9013409"	"RHOJ GTPase cycle"	"29/3251"	"55/11009"	0.000256798921049298	0.0106977024216063	0.0095890566641123	"VAMP3/CDC42/FNBP1L/VANGL1/STEAP3/SLC4A7/ARL13B/RAB7A/PAK2/TRIO/PIK3R1/ARHGAP26/DOCK8/STOM/FNBP1/ARHGAP21/MPP7/PAK1/ARHGAP32/FMNL3/ARHGEF7/CDC42BPB/WWP2/GIT1/JUP/PIK3R2/CDC42EP1/WAS/OCRL"	29
"R-HSA-6794362"	"R-HSA-6794362"	"Protein-protein interactions at synapses"	"41/3251"	"86/11009"	0.000280291674120046	0.0113769671828726	0.0101979264969992	"DLGAP3/PTPRF/SYT2/PPFIA4/LRRTM1/EPB41L5/NLGN1/IL1RAP/PDLIM5/EPB41L2/GRM1/DBNL/PTPRD/SYT9/SYT7/RTN3/NRXN2/SYT12/PPFIA1/SHANK2/DLG2/GRIN2B/SYT1/SLITRK1/SLITRK6/SLITRK5/SIPA1L1/NRXN3/APBA2/HOMER2/GRIN2A/GRIN2C/DLGAP1/EPB41L3/PTPRS/LRFN3/LRFN1/GRIN2D/EPB41L1/DLGAP4/CASK"	41
"R-HSA-983712"	"R-HSA-983712"	"Ion channel transport"	"77/3251"	"186/11009"	0.000334721483435253	0.0126968912881384	0.0113810615795528	"CLCN6/MCOLN3/ATP8B2/ATP1A4/ATP1B1/ATP2B4/RYR2/ATP6V1E2/TRPM8/ANO7/ATP2B2/ANO10/SLC9C1/TRPC1/ATP13A4/ATP10D/SLC9B2/TRPC3/CAMK2A/ATP10B/ATP6V0E1/SLC17A3/OSTM1/SGK1/ATP6V0A4/TRPV6/ATP6V1B2/C8orf44-SGK3/SGK3/ATP6V0D2/WWP1/TRPM3/WNK2/STOM/FXYD4/CAMK2G/ANO3/BEST1/TPCN2/ANO1/SLN/ANO2/SCNN1A/ANO6/BEST3/ANO4/ATP2A2/UBC/ATP8A2/NALCN/ATP11A/CALM1/ATP10A/TRPM1/RYR3/ATP8B4/CLCN7/ATP6V0C/ATP2C2/TRPV1/TRPV2/ASIC2/WNK4/TTYH2/ATP8B1/NEDD4L/ATP9B/ATP8B3/FXYD3/ATP4A/TRPM4/TTYH1/SGK2/ATP9A/TRPM2/CLCN5/TRPC5"	77
"R-HSA-194138"	"R-HSA-194138"	"Signaling by VEGF"	"49/3251"	"108/11009"	0.000336076470202373	0.0126968912881384	0.0113810615795528	"PRKCZ/CDC42/WASF2/VAV3/AKT3/NCK2/NRP2/ITPR1/CTNNB1/PIK3CB/PAK2/KDR/PIK3R1/RASA1/CYFIP2/MAPK14/FYN/ACTB/RAC1/ELMO1/NOS3/PTK2B/PTK2/SHB/VAV2/NRP1/DOCK1/CTNND1/VEGFB/PAK1/ITPR2/NCKAP1L/PXN/FLT1/CALM1/HSP90AA1/CYFIP1/PRKCB/CDH5/BCAR1/JUP/PRKCA/BAIAP2/SHC2/PIK3R2/AKT2/SRC/NCF4/PRR5"	49
"R-HSA-112315"	"R-HSA-112315"	"Transmission across Chemical Synapses"	"106/3251"	"270/11009"	0.000336872668415547	0.0126968912881384	0.0113810615795528	"GNB1/GRIK3/GNG12/KCNJ9/PPFIA4/GNG4/ACTN2/CACNB4/GAD1/CHRNA1/ERBB4/SLC6A11/SLC6A1/SYN2/GRIP2/CACNA2D3/ADCY5/GNB4/GRIA2/ADCY2/SLC1A3/CAMK2A/GABRB2/GABRG2/GABBR1/RIMS1/MYO6/GABRR1/GABRR2/GRIK2/SLC22A2/RPS6KA2/PRKAR1B/RAC1/GNAI1/CACNA2D1/PRKAG2/NEFL/NRG1/CHRNA6/NCALD/ADCY8/GABBR2/CACNA1B/TUBB8/TUBAL3/CACNB2/CHAT/CAMK2G/SLC18A2/AP2A2/SLC1A2/PPFIA1/DLG2/HTR3A/GRIK4/KCNJ5/SLC6A12/GRIN2B/SLC38A1/TUBA1A/TUBA1C/GRIP1/SYT1/PRKAB1/CAMKK2/TUBA3C/NBEA/ARHGEF7/GNG2/CALM1/GABRB3/PLCB2/CHRNA3/RASGRF1/ADCY9/ABAT/GRIN2A/PRKCB/MAPK3/ADCY7/CAMKK1/CHRNE/KCNJ12/GIT1/CACNB1/TSPOAP1/PRKCA/KCNJ16/KCNJ2/GRIN2C/GRIN3B/GNG7/GRIN2D/CACNG8/EPB41L1/SRC/SLC32A1/DNAJC5/GRIK1/KCNJ6/KCNJ15/COMT/SYN3/KCNJ4/CASK"	106
"R-HSA-202433"	"R-HSA-202433"	"Generation of second messenger molecules"	"20/3251"	"34/11009"	0.000353002993679875	0.012995435790587	0.0116486667192282	"CD247/ZAP70/PAK2/FYB1/ITK/LCP2/HLA-DRA/HLA-DRB1/HLA-DQB1/HLA-DQA2/HLA-DQB2/HLA-DPA1/HLA-DPB1/PAK1/CD3G/CD4/EVL/PLCG2/GRAP2/WAS"	20
"R-HSA-9013408"	"R-HSA-9013408"	"RHOG GTPase cycle"	"36/3251"	"74/11009"	0.000396848401675719	0.0142775231784696	0.0127978862549969	"ARHGEF16/VAMP3/EPHA2/CDC42/VAV3/VANGL1/VRK2/KALRN/RAB7A/ARHGEF26/PLD1/PAK2/LETM1/TRIO/PIK3R1/IQGAP2/DOCK2/DOCK4/DOCK5/ARHGAP39/VAV2/ARHGAP21/MPP7/ITGB1/DOCK1/MCAM/ARHGAP32/ARHGDIB/ANKLE2/MCF2L/KTN1/PLEKHG3/CYFIP1/ITSN1/CDC42EP1/ARFGAP3"	36
"R-HSA-193648"	"R-HSA-193648"	"NRAGE signals death through JNK"	"30/3251"	"59/11009"	0.000460436294361435	0.0158450142168294	0.0142029319176022	"ARHGEF16/ARHGEF10L/VAV3/ARHGEF2/OBSCN/ARHGEF4/NGEF/ARHGEF3/KALRN/ARHGEF26/ARHGEF38/TRIO/ARHGEF37/FGD2/TIAM2/RAC1/ARHGEF10/FGD3/VAV2/NET1/ARHGEF17/ARHGEF12/FGD4/ARHGEF7/MCF2L/AKAP13/ABR/ARHGEF15/ARHGEF1/ITSN1"	30
"R-HSA-3000171"	"R-HSA-3000171"	"Non-integrin membrane-ECM interactions"	"30/3251"	"59/11009"	0.000460436294361435	0.0158450142168294	0.0142029319176022	"COL11A1/DDR2/LAMB3/ITGA6/COL3A1/COL5A2/COL4A3/DAG1/ITGB5/DDR1/LAMA4/LAMA2/PDGFA/SDC2/COL5A1/ITGB1/NTN4/COL4A1/COL4A2/ACTN1/THBS1/PRKCA/LAMA1/LAMA3/TTR/SDC4/LAMA5/DMD/CASK/COL4A6"	30
"R-HSA-5083635"	"R-HSA-5083635"	"Defective B3GALTL causes PpS"	"21/3251"	"37/11009"	0.000494922993048739	0.015994722798053	0.0143371255988133	"THSD7B/SPON2/ADAMTS16/SEMA5A/ADAMTS6/ADAMTS2/THBS2/THSD7A/ADAMTS13/ADAMTSL2/ADAMTS14/SPON1/ADAMTS20/THSD1/THBS1/THSD4/ADAMTS17/ADAMTS10/ADAMTS1/ADAMTS5/CFP"	21
"R-HSA-416482"	"R-HSA-416482"	"G alpha (12/13) signalling events"	"38/3251"	"80/11009"	0.000505498065813694	0.015994722798053	0.0143371255988133	"GNB1/ARHGEF16/ARHGEF10L/GNG12/VAV3/RHOC/ARHGEF2/OBSCN/GNG4/ARHGEF4/NGEF/ARHGEF3/KALRN/ARHGEF26/GNB4/ARHGEF38/TRIO/ARHGEF37/FGD2/TIAM2/GNA12/ARHGEF10/ADRA1A/FGD3/VAV2/NET1/ARHGEF17/ARHGEF12/FGD4/ARHGEF7/MCF2L/GNG2/AKAP13/ABR/ARHGEF15/GNG7/ARHGEF1/ITSN1"	38
"R-HSA-416476"	"R-HSA-416476"	"G alpha (q) signalling events"	"87/3251"	"217/11009"	0.000507200021869099	0.015994722798053	0.0143371255988133	"GNB1/EDN2/PIK3R3/GNG12/RGS1/GNG4/CHRM3/NTSR2/PRKCE/TACR1/NMS/GPR39/HTR2B/DGKD/ITPR1/HRH1/CCK/CASR/KALRN/MGLL/P2RY1/GHSR/GNB4/UTS2B/CCKAR/NPFFR2/TACR3/TRPC3/TRIO/PIK3R1/F2RL2/F2R/HBEGF/HCRTR2/MCHR2/NMBR/GRM1/RPS6KA2/DAGLB/DGKB/EGFR/ADRA1A/ANXA1/GNA14/GNAQ/PRKCQ/NPFFR1/FFAR4/GRK5/CCKBR/DGKZ/DAGLA/CHRM1/RASGRP2/GRK2/LPAR5/ITPR2/DGKA/AVPR1A/LPAR6/EDNRB/LTB4R2/LTB4R/GNG2/PRKCH/GPR65/GPR68/GPR132/CHRM5/PLCB2/MAPK3/MAPK7/CCL23/PRKCA/GRB2/GNG7/GNA11/GNA15/F2RL3/PIK3R2/FFAR3/FFAR2/OXT/AVP/PLCB4/NTSR1/APP"	87
"R-HSA-3928664"	"R-HSA-3928664"	"Ephrin signaling"	"13/3251"	"19/11009"	0.000515306925268921	0.015994722798053	0.0143371255988133	"NCK2/EPHB1/EPHB3/PAK2/FYN/RAC1/EPHB4/PAK1/EFNB2/ARHGEF7/GIT1/MYL12A/SRC"	13
"R-HSA-416700"	"R-HSA-416700"	"Other semaphorin interactions"	"13/3251"	"19/11009"	0.000515306925268921	0.015994722798053	0.0143371255988133	"SEMA4A/PTPRC/PLXNA2/PLXND1/SEMA5A/SEMA6A/PLXNA4/CD72/SEMA4D/ITGB1/PLXNC1/SEMA6D/SEMA7A"	13
"R-HSA-4420097"	"R-HSA-4420097"	"VEGFA-VEGFR2 Pathway"	"45/3251"	"99/11009"	0.000549089978808295	0.0165353430922821	0.0148217192461989	"PRKCZ/CDC42/WASF2/VAV3/AKT3/NCK2/ITPR1/CTNNB1/PIK3CB/PAK2/KDR/PIK3R1/RASA1/CYFIP2/MAPK14/FYN/ACTB/RAC1/ELMO1/NOS3/PTK2B/PTK2/SHB/VAV2/DOCK1/CTNND1/PAK1/ITPR2/NCKAP1L/PXN/CALM1/HSP90AA1/CYFIP1/PRKCB/CDH5/BCAR1/JUP/PRKCA/BAIAP2/SHC2/PIK3R2/AKT2/SRC/NCF4/PRR5"	45
"R-HSA-8934593"	"R-HSA-8934593"	"Regulation of RUNX1 Expression and Activity"	"12/3251"	"17/11009"	0.000553615403595041	0.0165353430922821	0.0148217192461989	"AGO4/CCND3/CDK6/AGO2/CCND1/CCND2/PML/TNRC6A/TNRC6C/SRC/RUNX1/TNRC6B"	12
"R-HSA-425407"	"R-HSA-425407"	"SLC-mediated transmembrane transport"	"97/3251"	"247/11009"	0.000582523039598639	0.0168565452489809	0.0151096339366468	"SLC9A1/SLC2A1/SLC44A3/SLC16A1/SLC45A3/SLC8A1/SLC3A1/SLC9A4/SLC9A2/SLC20A1/SLC4A10/SLC6A11/SLC6A1/SLC6A6/SLC4A7/SLC25A26/SLC15A2/SLC9A9/APOD/SLC26A1/SLC2A9/SLC4A4/SLC7A11/SLC9A3/SLC12A7/SLC6A19/SLC6A18/SLC1A3/SLC27A6/SLC22A4/SLC6A7/SLC17A1/SLC44A4/SLC22A16/MFSD4B/SLC22A2/SLC22A3/SLC29A4/SLC13A1/SLC35B4/SLC13A4/SLC7A2/SLC18A1/SLC39A14/SLC39A4/SLC35D2/SLC2A6/LCN15/SLC34A3/SLC18A2/SLC22A18/SLC17A6/SLC1A2/SLC15A3/SLC22A8/SLC22A12/SLCO2B1/SLC6A12/SLC2A14/SLC38A1/SLC38A4/SLC11A2/SLC4A8/SLC6A15/SLC17A8/SLC5A8/SLC8B1/SLC15A4/SLC7A1/SLC39A2/SLC7A7/SLC7A8/SLC8A3/CALM1/SLC24A4/SLC12A6/RHCG/SLCO3A1/SLC5A11/SLC12A3/SLC12A4/SLC7A6/SLC7A5/SLC43A2/SLC47A1/SLC16A3/SLC8A2/AVP/SLC24A3/SLC32A1/SLC12A5/SLCO4A1/RUNX1/SLC5A1/SLC5A4/SLC9A7/HEPH"	97
"R-HSA-1855204"	"R-HSA-1855204"	"Synthesis of IP3 and IP4 in the cytosol"	"17/3251"	"28/11009"	0.000588689838707388	0.0168565452489809	0.0151096339366468	"PLCH2/INPP5B/ITPKB/PLCD4/INPP5D/PLCH1/PLCE1/CALM1/ITPK1/PLD4/PLCB2/ITPKA/PLCG2/PLCD3/PLCB4/INPP5J/OCRL"	17
"R-HSA-1296065"	"R-HSA-1296065"	"Inwardly rectifying K+ channels"	"20/3251"	"35/11009"	0.000596314929843924	0.0168565452489809	0.0151096339366468	"GNB1/GNG12/KCNJ9/GNG4/GNB4/GABBR1/GABBR2/ABCC8/KCNJ1/KCNJ5/KCNJ8/ABCC9/GNG2/KCNJ12/KCNJ16/KCNJ2/GNG7/KCNJ6/KCNJ15/KCNJ4"	20
"R-HSA-9013423"	"R-HSA-9013423"	"RAC3 GTPase cycle"	"43/3251"	"94/11009"	0.000612580542653906	0.017012543842476	0.0152494657709596	"VAMP3/EPHA2/CDC42/WASF2/VANGL1/SRGAP2/VRK2/ARHGAP15/DOCK10/RAB7A/PAK2/ARAP2/TRIO/PIK3R1/ARAP3/ARHGAP26/NOX3/BAIAP2L1/ARHGAP39/RAPGEF1/VAV2/ARHGAP21/MPP7/ITGB1/PAK1/ARHGAP42/MCAM/ARHGAP32/ARHGDIB/NCKAP1L/TAOK3/SLITRK5/CYFIP1/ABR/GIT1/BAIAP2/PIK3R2/BCR/NCF4/CDC42EP1/ARHGAP6/NHS/OCRL"	43
"R-HSA-389356"	"R-HSA-389356"	"CD28 co-stimulation"	"19/3251"	"33/11009"	0.000717512562431754	0.0195831445918874	0.0175536648667514	"CDC42/PIK3R3/AKT3/CD28/CD80/CD86/PAK2/PIK3R1/FYN/RAC1/LYN/MAP3K8/PAK1/GRB2/PIK3R2/AKT2/SRC/GRAP2/PRR5"	19
"R-HSA-1296072"	"R-HSA-1296072"	"Voltage gated Potassium channels"	"23/3251"	"43/11009"	0.000843518312977749	0.0226320252448098	0.0202865778036397	"KCNAB2/KCNQ4/KCNC4/KCNA3/KCNH1/KCNS3/KCNG3/KCNH8/KCNAB1/KCNQ5/KCNH2/KCNB2/KCNS2/KCNQ3/KCNQ1/KCNC1/KCNA4/KCNA1/KCNH3/KCNC2/KCNH4/KCNS1/KCNQ2"	23
"R-HSA-9013106"	"R-HSA-9013106"	"RHOC GTPase cycle"	"35/3251"	"74/11009"	0.000912905240874598	0.0240854832717415	0.0215894081526133	"VAMP3/ARHGEF10L/MACO1/RHOC/VANGL1/RTKN/FMNL2/PIK3R1/ARHGEF28/DIAPH1/ARHGAP26/STK10/ARHGAP18/ARHGEF10/DLC1/ARHGAP39/TJP2/STOM/VAV2/CCDC187/ARHGAP21/ARHGEF17/MCAM/ARHGEF12/ARHGAP32/FMNL3/CIT/STARD13/MCF2L/AKAP13/ABR/JUP/MYO9B/ARHGEF1/BCR"	35
"R-HSA-9013404"	"R-HSA-9013404"	"RAC2 GTPase cycle"	"40/3251"	"88/11009"	0.00108851589939209	0.0282478798153717	0.0253204388676537	"VAMP3/EPHA2/CDC42/WASF2/PIK3R3/VAV3/VANGL1/VRK2/DOCK10/RAB7A/PAK2/TRIO/PIK3R1/ARHGAP26/DOCK2/BAIAP2L1/DOCK4/ARHGAP39/VAV2/ARHGAP21/MPP7/ITGB1/DOCK1/PAK1/ARHGAP42/MCAM/ARHGAP32/NCKAP1L/TAOK3/ANKLE2/SLITRK5/CYFIP1/ABR/GIT1/PIK3R2/BCR/NCF4/CDC42EP1/SAMM50/NHS"	40
"R-HSA-9013406"	"R-HSA-9013406"	"RHOQ GTPase cycle"	"29/3251"	"59/11009"	0.00114992095636006	0.0293600786115803	0.026317376047086	"VAMP3/CDC42/VANGL1/SRGAP2/OBSCN/CDC42EP3/STEAP3/SLC4A7/ARL13B/RAB7A/PAK2/ARHGAP26/GFOD1/CFTR/DLC1/STOM/FNBP1/ARHGAP21/MPP7/PAK1/ARHGAP32/ARHGEF7/PLEKHG3/CDC42BPB/WWP2/GIT1/JUP/ITSN1/CDC42EP1"	29
"R-HSA-389359"	"R-HSA-389359"	"CD28 dependent Vav1 pathway"	"9/3251"	"12/11009"	0.00148445774316781	0.0372999461497563	0.0334344033047654	"CDC42/CD28/CD80/CD86/PAK2/FYN/RAC1/PAK1/GRB2"	9
"R-HSA-3928662"	"R-HSA-3928662"	"EPHB-mediated forward signaling"	"22/3251"	"42/11009"	0.00156416477259352	0.0386886380471178	0.0346791794976326	"CDC42/ARPC2/KALRN/EPHB1/EPHB3/ARHGEF28/RASA1/FYN/ACTB/RAC1/LIMK1/ARPC1B/EPHB4/LYN/SDC2/PTK2/CFL1/PAK1/GRIN2B/EFNB2/SRC/ITSN1"	22
"R-HSA-2672351"	"R-HSA-2672351"	"Stimuli-sensing channels"	"47/3251"	"109/11009"	0.00168599917992475	0.0410605646433982	0.0368052938386813	"CLCN6/MCOLN3/RYR2/TRPM8/ANO7/ANO10/SLC9C1/TRPC1/SLC9B2/TRPC3/SLC17A3/OSTM1/SGK1/TRPV6/C8orf44-SGK3/SGK3/WWP1/TRPM3/WNK2/STOM/ANO3/BEST1/TPCN2/ANO1/ANO2/SCNN1A/ANO6/BEST3/ANO4/UBC/NALCN/CALM1/TRPM1/RYR3/CLCN7/TRPV1/TRPV2/ASIC2/WNK4/TTYH2/NEDD4L/TRPM4/TTYH1/SGK2/TRPM2/CLCN5/TRPC5"	47
"R-HSA-375165"	"R-HSA-375165"	"NCAM signaling for neurite out-growth"	"30/3251"	"63/11009"	0.00180778901856169	0.0433595457027752	0.0388660222810393	"SPTBN1/CACNB4/COL3A1/COL5A2/COL4A3/COL6A3/CACNA1D/GDNF/ST8SIA4/COL9A1/FYN/GFRA2/PTK2/COL5A1/CACNB2/SPTBN2/NCAM1/CACNA1C/COL4A1/COL4A2/SPTBN5/ST8SIA2/CACNA1H/MAPK3/CACNB1/CACNA1G/GRB2/SPTBN4/SRC/COL9A3"	30
"R-HSA-5576891"	"R-HSA-5576891"	"Cardiac conduction"	"55/3251"	"132/11009"	0.00186925920417085	0.0441647361224248	0.0395877675918667	"HIPK1/ATP1A4/ATP1B1/ATP2B4/KCNK2/KCNK1/RYR2/KCNK3/SLC8A1/KCNIP3/SCN7A/KCNE4/ITPR1/ATP2B2/TRPC1/WWTR1/MME/FGF12/KCNIP4/CAMK2A/KCNIP1/KCNK5/KCNK16/HIPK2/KCNH2/GATA4/KCNK9/CACNB2/FXYD4/CAMK2G/KCNIP2/KCNQ1/SLN/CACNA1C/ABCC9/ITPR2/SCN8A/ATP2A2/TBX5/FGF14/SLC8A3/KCNK10/CALM1/RYR3/KCNJ12/CACNB1/SCN4A/KCNJ2/SCN1B/FXYD3/SLC8A2/CACNG8/KCNE2/KCNE1/KCNJ4"	55
"R-HSA-877300"	"R-HSA-877300"	"Interferon gamma signaling"	"42/3251"	"96/11009"	0.00207638765573473	0.0483370832210011	0.0433277176459817	"TRIM62/YBX1/JAK1/GBP2/GBP4/GBP5/STAT1/TRIM2/IRF2/CAMK2A/HLA-F/TRIM31/TRIM10/TRIM26/HLA-E/HLA-C/HLA-B/HLA-DRA/HLA-DRB1/HLA-DQB1/HLA-DQA2/HLA-DQB2/HLA-DPA1/HLA-DPB1/IRF5/CAMK2G/IRF7/TRIM34/TRIM5/TRIM22/NCAM1/TRIM29/PTPN6/OAS2/PML/CIITA/MAPK3/IRF8/TRIM25/PTPN2/SMAD7/MID1"	42
